,word,notfunny count,percent notfunny
19752,mealtime,2,0.6666666666666666
19753,lavalle,2,0.6666666666666666
19754,enoc,2,0.6666666666666666
19755,connaughton,2,0.6666666666666666
19756,doubleblind,2,0.6666666666666666
19757,markon,2,0.6666666666666666
19758,politico,2,0.6666666666666666
19759,kufa,2,0.6666666666666666
19760,synctv,2,0.6666666666666666
19761,freegan,2,0.6666666666666666
19762,intelligenceled,2,0.6666666666666666
19763,hassman,2,0.6666666666666666
19764,grinstein,2,0.6666666666666666
19765,heftier,2,0.6666666666666666
19766,qd,2,0.6666666666666666
19767,fastidious,2,0.6666666666666666
19768,bndchen,2,0.6666666666666666
19769,joni,2,0.6666666666666666
19770,zingo,2,0.6666666666666666
19771,raza,2,0.6666666666666666
19772,horatio,2,0.6666666666666666
19773,baser,2,0.6666666666666666
19774,sluice,2,0.6666666666666666
19775,majorbrown,2,0.6666666666666666
19776,specialteams,2,0.6666666666666666
19777,caliphate,2,0.6666666666666666
19778,kortright,2,0.6666666666666666
19779,sison,2,0.6666666666666666
19780,impactor,2,0.6666666666666666
19781,scandalridden,2,0.6666666666666666
19782,fossilize,2,0.6666666666666666
19783,glenwood,2,0.6666666666666666
19784,yussef,2,0.6666666666666666
19785,ravotti,2,0.6666666666666666
19786,bolinger,2,0.6666666666666666
19787,stampa,2,0.6666666666666666
19788,saltz,2,0.6666666666666666
19789,kress,2,0.6666666666666666
19790,silmaril,2,0.6666666666666666
19791,verheugen,2,0.6666666666666666
19792,ticino,2,0.6666666666666666
19793,academician,2,0.6666666666666666
19794,okafor,2,0.6666666666666666
19795,emeka,2,0.6666666666666666
19796,warid,2,0.6666666666666666
19797,suter,2,0.6666666666666666
19798,amaya,2,0.6666666666666666
19799,cauca,2,0.6666666666666666
19800,powerlessness,2,0.6666666666666666
19801,humanistic,2,0.6666666666666666
19802,mahmoudiya,2,0.6666666666666666
19803,louisa,2,0.6666666666666666
19804,hsm,2,0.6666666666666666
19805,troublefree,2,0.6666666666666666
19806,sleng,2,0.6666666666666666
19807,tuol,2,0.6666666666666666
19808,jealously,2,0.6666666666666666
19809,cacciatore,2,0.6666666666666666
19810,atmore,2,0.6666666666666666
19811,pegg,2,0.6666666666666666
19812,donahoe,2,0.6666666666666666
19813,berdymukhamedov,2,0.6666666666666666
19814,minimalism,2,0.6666666666666666
19815,photorealism,2,0.6666666666666666
19816,alcides,2,0.6666666666666666
19817,differentiation,2,0.6666666666666666
19818,delacorte,2,0.6666666666666666
19819,scheduledespite,2,0.6666666666666666
19820,exoo,2,0.6666666666666666
19821,liturgical,2,0.6666666666666666
19822,hillsboro,2,0.6666666666666666
19823,ethanolblended,2,0.6666666666666666
19824,keillor,2,0.6666666666666666
19825,roden,2,0.6666666666666666
19826,sj,2,0.6666666666666666
19827,pharmacology,2,0.6666666666666666
19828,nalc,2,0.6666666666666666
19829,centerfielder,2,0.6666666666666666
19830,phonographic,2,0.6666666666666666
19831,cardioverter,2,0.6666666666666666
19832,husain,2,0.6666666666666666
19833,obana,2,0.6666666666666666
19834,partysherpao,2,0.6666666666666666
19835,indemand,2,0.6666666666666666
19836,treadwell,2,0.6666666666666666
19837,bedpan,2,0.6666666666666666
19838,pawlenty,2,0.6666666666666666
19839,goaldallas,2,0.6666666666666666
19840,slovenian,2,0.6666666666666666
19841,mariusz,2,0.6666666666666666
19842,highdensity,2,0.6666666666666666
19843,gigahertz,2,0.6666666666666666
19844,oill,2,0.6666666666666666
19845,sucampo,2,0.6666666666666666
19846,oyoung,2,0.6666666666666666
19847,kbrown,2,0.6666666666666666
19848,oli,2,0.6666666666666666
19849,hammett,2,0.6666666666666666
19850,redhill,2,0.6666666666666666
19851,onerepublic,2,0.6666666666666666
19852,secondmost,2,0.6666666666666666
19853,braverman,2,0.6666666666666666
19854,rabee,2,0.6666666666666666
19855,symphonic,2,0.6666666666666666
19856,sirleaf,2,0.6666666666666666
19857,sensitively,2,0.6666666666666666
19858,ccor,2,0.6666666666666666
19859,arris,2,0.6666666666666666
19860,bankrolling,2,0.6666666666666666
19861,nottoodistant,2,0.6666666666666666
19862,housesystem,2,0.6666666666666666
19863,theriot,2,0.6666666666666666
19864,overexposure,2,0.6666666666666666
19865,southerly,2,0.6666666666666666
19866,worldherald,2,0.6666666666666666
19867,burkhart,2,0.6666666666666666
19868,evangelism,2,0.6666666666666666
19869,histrionics,2,0.6666666666666666
19870,reche,2,0.6666666666666666
19871,ohalloran,2,0.6666666666666666
19872,timeshift,2,0.6666666666666666
19873,nonthrowing,2,0.6666666666666666
19874,exmoor,2,0.6666666666666666
19875,innes,2,0.6666666666666666
19876,pmle,2,0.6666666666666666
19877,freefall,2,0.6666666666666666
19878,naively,2,0.6666666666666666
19879,deprave,2,0.6666666666666666
19880,cornejo,2,0.6666666666666666
19881,radetsky,2,0.6666666666666666
19882,sascha,2,0.6666666666666666
19883,tighthead,2,0.6666666666666666
19884,coale,2,0.6666666666666666
19885,bfi,2,0.6666666666666666
19886,carolee,2,0.6666666666666666
19887,calcification,2,0.6666666666666666
19888,opportunitiescarolina,2,0.6666666666666666
19889,evercore,2,0.6666666666666666
19890,lafollete,2,0.6666666666666666
19891,roseville,2,0.6666666666666666
19892,rohde,2,0.6666666666666666
19893,ecclestone,2,0.6666666666666666
19894,snugly,2,0.6666666666666666
19895,mannings,2,0.6666666666666666
19896,pattersons,2,0.6666666666666666
19897,taurasi,2,0.6666666666666666
19898,moronuki,2,0.6666666666666666
19899,programwhich,2,0.6666666666666666
19900,usregistered,2,0.6666666666666666
19901,closedend,2,0.6666666666666666
19902,chanterelle,2,0.6666666666666666
19903,kiwanukas,2,0.6666666666666666
19904,inexact,2,0.6666666666666666
19905,uterine,2,0.6666666666666666
19906,dench,2,0.6666666666666666
19907,fiveunderpar,2,0.6666666666666666
19908,parfive,2,0.6666666666666666
19909,whitehot,2,0.6666666666666666
19910,abject,2,0.6666666666666666
19911,zola,2,0.6666666666666666
19912,farcical,2,0.6666666666666666
19913,tailing,2,0.6666666666666666
19914,ota,2,0.6666666666666666
19915,jeffss,2,0.6666666666666666
19916,colsten,2,0.6666666666666666
19917,ripon,2,0.6666666666666666
19918,ftn,2,0.6666666666666666
19919,cannonfodder,2,0.6666666666666666
19920,histrionic,2,0.6666666666666666
19921,ccid,2,0.6666666666666666
19922,welltimed,2,0.6666666666666666
19923,sportsrelated,2,0.6666666666666666
19924,ghosn,2,0.6666666666666666
19925,ei,2,0.6666666666666666
19926,prizefighter,2,0.6666666666666666
19927,whitlam,2,0.6666666666666666
19928,downriver,2,0.6666666666666666
19929,aspef,2,0.6666666666666666
19930,caado,2,0.6666666666666666
19931,wardheer,2,0.6666666666666666
19932,mostwatched,2,0.6666666666666666
19933,cirrhotic,2,0.6666666666666666
19934,scovel,2,0.6666666666666666
19935,val,2,0.6666666666666666
19936,stadio,2,0.6666666666666666
19937,clc,2,0.6666666666666666
19938,avondale,2,0.6666666666666666
19939,dw,2,0.6666666666666666
19940,nuevo,2,0.6666666666666666
19941,floatingrate,2,0.6666666666666666
19942,dematha,2,0.6666666666666666
19943,midgrade,2,0.6666666666666666
19944,krupp,2,0.6666666666666666
19945,gloriously,2,0.6666666666666666
19946,arguido,2,0.6666666666666666
19947,winehouses,2,0.6666666666666666
19948,arbuthnot,2,0.6666666666666666
19949,grierson,2,0.6666666666666666
19950,combe,2,0.6666666666666666
19951,feeley,2,0.6666666666666666
19952,fecyt,2,0.6666666666666666
19953,ddanda,2,0.6666666666666666
19954,nikolskoye,2,0.6666666666666666
19955,hauntings,2,0.6666666666666666
19956,ifr,2,0.6666666666666666
19957,sinjari,2,0.6666666666666666
19958,shouk,2,0.6666666666666666
19959,henshaw,2,0.6666666666666666
19960,bruns,2,0.6666666666666666
19961,westernmost,2,0.6666666666666666
19962,roberta,2,0.6666666666666666
19963,adriamycin,2,0.6666666666666666
19964,steppenwolf,2,0.6666666666666666
19965,letts,2,0.6666666666666666
19966,osage,2,0.6666666666666666
19967,martinsburg,2,0.6666666666666666
19968,arabesque,2,0.6666666666666666
19969,fourinch,2,0.6666666666666666
19970,psychosis,2,0.6666666666666666
19971,athleticism,2,0.6666666666666666
19972,grandee,2,0.6666666666666666
19973,prather,2,0.6666666666666666
19974,iju,2,0.6666666666666666
19975,aberdeenbased,2,0.6666666666666666
19976,scotrail,2,0.6666666666666666
19977,laidlaw,2,0.6666666666666666
19978,bbci,2,0.6666666666666666
19979,changi,2,0.6666666666666666
19980,purespectrum,2,0.6666666666666666
19981,redfren,2,0.6666666666666666
19982,ernegative,2,0.6666666666666666
19983,valladolid,2,0.6666666666666666
19984,pompano,2,0.6666666666666666
19985,cressida,2,0.6666666666666666
19986,marcotte,2,0.6666666666666666
19987,ganswein,2,0.6666666666666666
19988,infernal,2,0.6666666666666666
19989,universalist,2,0.6666666666666666
19990,aleta,2,0.6666666666666666
19991,sha,2,0.6666666666666666
19992,profligate,2,0.6666666666666666
19993,moriarty,2,0.6666666666666666
19994,murfreesboro,2,0.6666666666666666
19995,impetuously,2,0.6666666666666666
19996,gino,2,0.6666666666666666
19997,sciortino,2,0.6666666666666666
19998,adrianne,2,0.6666666666666666
19999,manhasset,2,0.6666666666666666
20000,clydebank,2,0.6666666666666666
20001,gloster,2,0.6666666666666666
20002,raoul,2,0.6666666666666666
20003,teilhard,2,0.6666666666666666
20004,microvertical,2,0.6666666666666666
20005,renata,2,0.6666666666666666
20006,pvc,2,0.6666666666666666
20007,ripken,2,0.6666666666666666
20008,wallsized,2,0.6666666666666666
20009,ramaphosa,2,0.6666666666666666
20010,edina,2,0.6666666666666666
20011,orenbuch,2,0.6666666666666666
20012,df,2,0.6666666666666666
20013,irp,2,0.6666666666666666
20014,iurc,2,0.6666666666666666
20015,hy,2,0.6666666666666666
20016,nineplay,2,0.6666666666666666
20017,wangs,2,0.6666666666666666
20018,misanthrope,2,0.6666666666666666
20019,orenstein,2,0.6666666666666666
20020,hardwire,2,0.6666666666666666
20021,fishwatch,2,0.6666666666666666
20022,umpqua,2,0.6666666666666666
20023,specialness,2,0.6666666666666666
20024,zuby,2,0.6666666666666666
20025,adsl,2,0.6666666666666666
20026,redmen,2,0.6666666666666666
20027,nahar,2,0.6666666666666666
20028,elisse,2,0.6666666666666666
20029,anderlecht,2,0.6666666666666666
20030,redrawing,2,0.6666666666666666
20031,srinivasan,2,0.6666666666666666
20032,uppies,2,0.6666666666666666
20033,titrate,2,0.6666666666666666
20034,dabigatran,2,0.6666666666666666
20035,etexilate,2,0.6666666666666666
20036,groux,2,0.6666666666666666
20037,rumangabo,2,0.6666666666666666
20038,pauley,2,0.6666666666666666
20039,catbird,2,0.6666666666666666
20040,sydneysiders,2,0.6666666666666666
20041,gulmarg,2,0.6666666666666666
20042,lowcountry,2,0.6666666666666666
20043,sidle,2,0.6666666666666666
20044,shortsleeved,2,0.6666666666666666
20045,sammon,2,0.6666666666666666
20046,befalls,2,0.6666666666666666
20047,antiisraeli,2,0.6666666666666666
20048,sulawesi,2,0.6666666666666666
20049,marrakesh,2,0.6666666666666666
20050,sixfooter,2,0.6666666666666666
20051,abyei,2,0.6666666666666666
20052,sanrio,2,0.6666666666666666
20053,congestive,2,0.6666666666666666
20054,mccaughey,2,0.6666666666666666
20055,rodriguezvelez,2,0.6666666666666666
20056,eightweekold,2,0.6666666666666666
20057,garon,2,0.6666666666666666
20058,sublimely,2,0.6666666666666666
20059,menai,2,0.6666666666666666
20060,mcgauran,2,0.6666666666666666
20061,marieclaire,2,0.6666666666666666
20062,ywca,2,0.6666666666666666
20063,tillekeratne,2,0.6666666666666666
20064,roughhewn,2,0.6666666666666666
20065,scuffed,2,0.6666666666666666
20066,abdulqader,2,0.6666666666666666
20067,beresford,2,0.6666666666666666
20068,ontrack,2,0.6666666666666666
20069,damson,2,0.6666666666666666
20070,loaner,2,0.6666666666666666
20071,ballyhooed,2,0.6666666666666666
20072,upchurch,2,0.6666666666666666
20073,susans,2,0.6666666666666666
20074,srpba,2,0.6666666666666666
20075,cointreau,2,0.6666666666666666
20076,bunnell,2,0.6666666666666666
20077,chisso,2,0.6666666666666666
20078,selley,2,0.6666666666666666
20079,drunkenness,2,0.6666666666666666
20080,thermage,2,0.6666666666666666
20081,chakiwara,2,0.6666666666666666
20082,belushi,2,0.6666666666666666
20083,understate,2,0.6666666666666666
20084,auerbach,2,0.6666666666666666
20085,boxx,2,0.6666666666666666
20086,esoteric,2,0.6666666666666666
20087,bien,2,0.6666666666666666
20088,trs,2,0.6666666666666666
20089,ferreira,2,0.6666666666666666
20090,oxidative,2,0.6666666666666666
20091,sameer,2,0.6666666666666666
20092,aadvantage,2,0.6666666666666666
20093,sainthood,2,0.6666666666666666
20094,overachieve,2,0.6666666666666666
20095,otterbein,2,0.6666666666666666
20096,adagio,2,0.6666666666666666
20097,presidenta,2,0.6666666666666666
20098,praxis,2,0.6666666666666666
20099,stiffly,2,0.6666666666666666
20100,watter,2,0.6666666666666666
20101,doon,2,0.6666666666666666
20102,exhorts,2,0.6666666666666666
20103,albarado,2,0.6666666666666666
20104,yuletide,2,0.6666666666666666
20105,seldon,2,0.6666666666666666
20106,lyssa,2,0.6666666666666666
20107,quattrone,2,0.6666666666666666
20108,whetstone,2,0.6666666666666666
20109,xactly,2,0.6666666666666666
20110,wasit,2,0.6666666666666666
20111,espace,2,0.6666666666666666
20112,mediumhigh,2,0.6666666666666666
20113,tamsen,2,0.6666666666666666
20114,bufgaines,2,0.6666666666666666
20115,castiron,2,0.6666666666666666
20116,tomasz,2,0.6666666666666666
20117,abstention,2,0.6666666666666666
20118,actionaid,2,0.6666666666666666
20119,enso,2,0.6666666666666666
20120,stora,2,0.6666666666666666
20121,csos,2,0.6666666666666666
20122,oilsource,2,0.6666666666666666
20123,steiger,2,0.6666666666666666
20124,rockford,2,0.6666666666666666
20125,attorneyclient,2,0.6666666666666666
20126,househunting,2,0.6666666666666666
20127,diehl,2,0.6666666666666666
20128,josephine,2,0.6666666666666666
20129,puyo,2,0.6666666666666666
20130,athabasca,2,0.6666666666666666
20131,shortbread,2,0.6666666666666666
20132,noncombatant,2,0.6666666666666666
20133,anp,2,0.6666666666666666
20134,rasiah,2,0.6666666666666666
20135,sher,2,0.6666666666666666
20136,gricemullen,2,0.6666666666666666
20137,hsas,2,0.6666666666666666
20138,excalibur,2,0.6666666666666666
20139,merlin,2,0.6666666666666666
20140,apriltojune,2,0.6666666666666666
20141,hus,2,0.6666666666666666
20142,suhardjono,2,0.6666666666666666
20143,brolin,2,0.6666666666666666
20144,campillo,2,0.6666666666666666
20145,ppb,2,0.6666666666666666
20146,brumfield,2,0.6666666666666666
20147,thies,2,0.6666666666666666
20148,carcerano,2,0.6666666666666666
20149,joepa,2,0.6666666666666666
20150,aaaai,2,0.6666666666666666
20151,angelica,2,0.6666666666666666
20152,zawahri,2,0.6666666666666666
20153,seward,2,0.6666666666666666
20154,secondoldest,2,0.6666666666666666
20155,quarteracre,2,0.6666666666666666
20156,deckhand,2,0.6666666666666666
20157,islandsbased,2,0.6666666666666666
20158,irregularly,2,0.6666666666666666
20159,unworthy,2,0.6666666666666666
20160,hetzler,2,0.6666666666666666
20161,etsi,2,0.6666666666666666
20162,isse,2,0.6666666666666666
20163,eberhard,2,0.6666666666666666
20164,berlinbased,2,0.6666666666666666
20165,oneworld,2,0.6666666666666666
20166,blowdried,2,0.6666666666666666
20167,hamleys,2,0.6666666666666666
20168,quintana,2,0.6666666666666666
20169,smoothness,2,0.6666666666666666
20170,rotavirus,2,0.6666666666666666
20171,ralston,2,0.6666666666666666
20172,ichat,2,0.6666666666666666
20173,ufton,2,0.6666666666666666
20174,nervet,2,0.6666666666666666
20175,bayonet,2,0.6666666666666666
20176,orbiscom,2,0.6666666666666666
20177,vukovich,2,0.6666666666666666
20178,shaftesbury,2,0.6666666666666666
20179,hvorostovsky,2,0.6666666666666666
20180,strathmore,2,0.6666666666666666
20181,hostagesincluding,2,0.6666666666666666
20182,longpromised,2,0.6666666666666666
20183,childline,2,0.6666666666666666
20184,tulln,2,0.6666666666666666
20185,eldorado,2,0.6666666666666666
20186,earlyevening,2,0.6666666666666666
20187,hammerson,2,0.6666666666666666
20188,katya,2,0.6666666666666666
20189,tourniquet,2,0.6666666666666666
20190,annuloplasty,2,0.6666666666666666
20191,croton,2,0.6666666666666666
20192,axle,2,0.6666666666666666
20193,undaunted,2,0.6666666666666666
20194,eklavya,2,0.6666666666666666
20195,bachchan,2,0.6666666666666666
20196,vidhu,2,0.6666666666666666
20197,amitabh,2,0.6666666666666666
20198,clintonites,2,0.6666666666666666
20199,protge,2,0.6666666666666666
20200,tredici,2,0.6666666666666666
20201,veridigm,2,0.6666666666666666
20202,stemware,2,0.6666666666666666
20203,denia,2,0.6666666666666666
20204,kori,2,0.6666666666666666
20205,duplicity,2,0.6666666666666666
20206,resolutely,2,0.6666666666666666
20207,flexed,2,0.6666666666666666
20208,elearning,2,0.6666666666666666
20209,relearn,2,0.6666666666666666
20210,shavenheaded,2,0.6666666666666666
20211,leyte,2,0.6666666666666666
20212,frida,2,0.6666666666666666
20213,carbuying,2,0.6666666666666666
20214,contagion,2,0.6666666666666666
20215,preloaded,2,0.6666666666666666
20216,carlsen,2,0.6666666666666666
20217,herpositive,2,0.6666666666666666
20218,aljurani,2,0.6666666666666666
20219,sharecropper,2,0.6666666666666666
20220,sailing,2,0.6666666666666666
20221,santora,2,0.6666666666666666
20222,deadon,2,0.6666666666666666
20223,goethe,2,0.6666666666666666
20224,shanksville,2,0.6666666666666666
20225,sportscotland,2,0.6666666666666666
20226,panoply,2,0.6666666666666666
20227,corrosive,2,0.6666666666666666
20228,fai,2,0.6666666666666666
20229,blanch,2,0.6666666666666666
20230,falby,2,0.6666666666666666
20231,banality,2,0.6666666666666666
20232,lisas,2,0.6666666666666666
20233,rollouts,2,0.6666666666666666
20234,nucletron,2,0.6666666666666666
20235,nav,2,0.6666666666666666
20236,shambo,2,0.6666666666666666
20237,nida,2,0.6666666666666666
20238,vinesr,2,0.6666666666666666
20239,nearearth,2,0.6666666666666666
20240,leonel,2,0.6666666666666666
20241,doreen,2,0.6666666666666666
20242,evelyn,2,0.6666666666666666
20243,slimmed,2,0.6666666666666666
20244,lowranking,2,0.6666666666666666
20245,pursues,2,0.6666666666666666
20246,hardtovalue,2,0.6666666666666666
20247,mudslinging,2,0.6666666666666666
20248,soontobe,2,0.6666666666666666
20249,botham,2,0.6666666666666666
20250,rightnow,2,0.6666666666666666
20251,lambsdorff,2,0.6666666666666666
20252,telenovela,2,0.6666666666666666
20253,sportinggoods,2,0.6666666666666666
20254,neumann,2,0.6666666666666666
20255,guadalajara,2,0.6666666666666666
20256,cirencester,2,0.6666666666666666
20257,linh,2,0.6666666666666666
20258,vendless,2,0.6666666666666666
20259,clung,2,0.6666666666666666
20260,fasttalking,2,0.6666666666666666
20261,fullownership,2,0.6666666666666666
20262,daya,2,0.6666666666666666
20263,qasim,2,0.6666666666666666
20264,selfdeception,2,0.6666666666666666
20265,uric,2,0.6666666666666666
20266,opacity,2,0.6666666666666666
20267,ultramarathons,2,0.6666666666666666
20268,clsa,2,0.6666666666666666
20269,naivasha,2,0.6666666666666666
20270,courtland,2,0.6666666666666666
20271,curiously,2,0.6666666666666666
20272,emageon,2,0.6666666666666666
20273,soulless,2,0.6666666666666666
20274,threlfall,2,0.6666666666666666
20275,sampsons,2,0.6666666666666666
20276,pariva,2,0.6666666666666666
20277,knaus,2,0.6666666666666666
20278,treasonous,2,0.6666666666666666
20279,digitise,2,0.6666666666666666
20280,stridently,2,0.6666666666666666
20281,foreignmade,2,0.6666666666666666
20282,olmedo,2,0.6666666666666666
20283,namus,2,0.6666666666666666
20284,okello,2,0.6666666666666666
20285,effervescent,2,0.6666666666666666
20286,hearsay,2,0.6666666666666666
20287,entanglement,2,0.6666666666666666
20288,edna,2,0.6666666666666666
20289,unbleached,2,0.6666666666666666
20290,reymundo,2,0.6666666666666666
20291,clin,2,0.6666666666666666
20292,ptt,2,0.6666666666666666
20293,dietician,2,0.6666666666666666
20294,hbomb,2,0.6666666666666666
20295,tightknit,2,0.6666666666666666
20296,grayling,2,0.6666666666666666
20297,dawit,2,0.6666666666666666
20298,carrell,2,0.6666666666666666
20299,lineofsight,2,0.6666666666666666
20300,shortcircuit,2,0.6666666666666666
20301,witten,2,0.6666666666666666
20302,gish,2,0.6666666666666666
20303,weakwilled,2,0.6666666666666666
20304,jarred,2,0.6666666666666666
20305,helgerson,2,0.6666666666666666
20306,goong,2,0.6666666666666666
20307,nayarit,2,0.6666666666666666
20308,slightlybuilt,2,0.6666666666666666
20309,maledominated,2,0.6666666666666666
20310,gunn,2,0.6666666666666666
20311,figurs,2,0.6666666666666666
20312,classicism,2,0.6666666666666666
20313,agp,2,0.6666666666666666
20314,downwardly,2,0.6666666666666666
20315,alessio,2,0.6666666666666666
20316,manipulator,2,0.6666666666666666
20317,sherif,2,0.6666666666666666
20318,razzi,2,0.6666666666666666
20319,aafaq,2,0.6666666666666666
20320,aldeen,2,0.6666666666666666
20321,overplayed,2,0.6666666666666666
20322,etruscan,2,0.6666666666666666
20323,sawiris,2,0.6666666666666666
20324,overtaxed,2,0.6666666666666666
20325,ccb,2,0.6666666666666666
20326,butterscotch,2,0.6666666666666666
20327,unavailability,2,0.6666666666666666
20328,consummation,2,0.6666666666666666
20329,goodmoney,2,0.6666666666666666
20330,steltz,2,0.6666666666666666
20331,henig,2,0.6666666666666666
20332,bialy,2,0.6666666666666666
20333,streetcar,2,0.6666666666666666
20334,vikki,2,0.6666666666666666
20335,spruill,2,0.6666666666666666
20336,agegroup,2,0.6666666666666666
20337,sisi,2,0.6666666666666666
20338,soave,2,0.6666666666666666
20339,lynam,2,0.6666666666666666
20340,lusk,2,0.6666666666666666
20341,carcinogen,2,0.6666666666666666
20342,nevelson,2,0.6666666666666666
20343,mccarter,2,0.6666666666666666
20344,costbased,2,0.6666666666666666
20345,dunkirk,2,0.6666666666666666
20346,nywashington,2,0.6666666666666666
20347,assetbased,2,0.6666666666666666
20348,wec,2,0.6666666666666666
20349,roddicks,2,0.6666666666666666
20350,spasmodic,2,0.6666666666666666
20351,harrogate,2,0.6666666666666666
20352,beckhams,2,0.6666666666666666
20353,floater,2,0.6666666666666666
20354,constantinou,2,0.6666666666666666
20355,eso,2,0.6666666666666666
20356,ica,2,0.6666666666666666
20357,unquestioned,2,0.6666666666666666
20358,necessitates,2,0.6666666666666666
20359,belhadj,2,0.6666666666666666
20360,abdulmajid,2,0.6666666666666666
20361,haski,2,0.6666666666666666
20362,idiocy,2,0.6666666666666666
20363,shadowbox,2,0.6666666666666666
20364,imrie,2,0.6666666666666666
20365,leumi,2,0.6666666666666666
20366,warmongering,2,0.6666666666666666
20367,marshalltown,2,0.6666666666666666
20368,mie,2,0.6666666666666666
20369,wildlifedirect,2,0.6666666666666666
20370,sixterm,2,0.6666666666666666
20371,rebalance,2,0.6666666666666666
20372,vassilis,2,0.6666666666666666
20373,torosidis,2,0.6666666666666666
20374,newsradio,2,0.6666666666666666
20375,hov,2,0.6666666666666666
20376,olpc,2,0.6666666666666666
20377,telefnica,2,0.6666666666666666
20378,khelil,2,0.6666666666666666
20379,chakib,2,0.6666666666666666
20380,tris,2,0.6666666666666666
20381,hamsher,2,0.6666666666666666
20382,implausible,2,0.6666666666666666
20383,flw,2,0.6666666666666666
20384,fieldturf,2,0.6666666666666666
20385,doubletalk,2,0.6666666666666666
20386,biggert,2,0.6666666666666666
20387,hoglund,2,0.6666666666666666
20388,cellcom,2,0.6666666666666666
20389,gennady,2,0.6666666666666666
20390,oap,2,0.6666666666666666
20391,cultivates,2,0.6666666666666666
20392,beloff,2,0.6666666666666666
20393,robocalls,2,0.6666666666666666
20394,beachy,2,0.6666666666666666
20395,eea,2,0.6666666666666666
20396,imperialism,2,0.6666666666666666
20397,hegt,2,0.6666666666666666
20398,taurine,2,0.6666666666666666
20399,farman,2,0.6666666666666666
20400,amour,2,0.6666666666666666
20401,governorgeneral,2,0.6666666666666666
20402,michaelle,2,0.6666666666666666
20403,segmentation,2,0.6666666666666666
20404,gragson,2,0.6666666666666666
20405,taher,2,0.6666666666666666
20406,inorbit,2,0.6666666666666666
20407,ulterior,2,0.6666666666666666
20408,chenfa,2,0.6666666666666666
20409,matchwinning,2,0.6666666666666666
20410,flyable,2,0.6666666666666666
20411,fabien,2,0.6666666666666666
20412,jetsetters,2,0.6666666666666666
20413,nkurunziza,2,0.6666666666666666
20414,fdd,2,0.6666666666666666
20415,jami,2,0.6666666666666666
20416,highfat,2,0.6666666666666666
20417,diagnosable,2,0.6666666666666666
20418,fils,2,0.6666666666666666
20419,cancercausing,2,0.6666666666666666
20420,lakh,2,0.6666666666666666
20421,riskiest,2,0.6666666666666666
20422,immanuels,2,0.6666666666666666
20423,longford,2,0.6666666666666666
20424,haddin,2,0.6666666666666666
20425,gurwich,2,0.6666666666666666
20426,selectivity,2,0.6666666666666666
20427,helplessness,2,0.6666666666666666
20428,matteroffactly,2,0.6666666666666666
20429,inchthick,2,0.6666666666666666
20430,veronika,2,0.6666666666666666
20431,bellingham,2,0.6666666666666666
20432,shariah,2,0.6666666666666666
20433,volgograd,2,0.6666666666666666
20434,enyeama,2,0.6666666666666666
20435,goamerica,2,0.6666666666666666
20436,totalitarianism,2,0.6666666666666666
20437,bestof,2,0.6666666666666666
20438,azure,2,0.6666666666666666
20439,abhor,2,0.6666666666666666
20440,awwa,2,0.6666666666666666
20441,spectroscopy,2,0.6666666666666666
20442,kayseri,2,0.6666666666666666
20443,micropayments,2,0.6666666666666666
20444,gia,2,0.6666666666666666
20445,brownwaite,2,0.6666666666666666
20446,artistmade,2,0.6666666666666666
20447,unstructured,2,0.6666666666666666
20448,maeve,2,0.6666666666666666
20449,bnaa,2,0.6666666666666666
20450,oklpatrick,2,0.6666666666666666
20451,twounder,2,0.6666666666666666
20452,lattanzio,2,0.6666666666666666
20453,semerci,2,0.6666666666666666
20454,jessi,2,0.6666666666666666
20455,ysbyty,2,0.6666666666666666
20456,eaa,2,0.6666666666666666
20457,medlock,2,0.6666666666666666
20458,rulesbased,2,0.6666666666666666
20459,ib,2,0.6666666666666666
20460,nadir,2,0.6666666666666666
20461,fennell,2,0.6666666666666666
20462,ashgabat,2,0.6666666666666666
20463,alsinjari,2,0.6666666666666666
20464,dukheel,2,0.6666666666666666
20465,mottingham,2,0.6666666666666666
20466,faure,2,0.6666666666666666
20467,lindemann,2,0.6666666666666666
20468,sittwe,2,0.6666666666666666
20469,hyattsville,2,0.6666666666666666
20470,bertil,2,0.6666666666666666
20471,seasick,2,0.6666666666666666
20472,ntt,2,0.6666666666666666
20473,korver,2,0.6666666666666666
20474,decamp,2,0.6666666666666666
20475,futurologist,2,0.6666666666666666
20476,archambault,2,0.6666666666666666
20477,pinsent,2,0.6666666666666666
20478,hfsa,2,0.6666666666666666
20479,irishborn,2,0.6666666666666666
20480,frontmonth,2,0.6666666666666666
20481,mashar,2,0.6666666666666666
20482,bochum,2,0.6666666666666666
20483,jesper,2,0.6666666666666666
20484,samford,2,0.6666666666666666
20485,brainwave,2,0.6666666666666666
20486,gameday,2,0.6666666666666666
20487,backcourt,2,0.6666666666666666
20488,eagerlyawaited,2,0.6666666666666666
20489,timespicayune,2,0.6666666666666666
20490,keri,2,0.6666666666666666
20491,twolane,2,0.6666666666666666
20492,museo,2,0.6666666666666666
20493,contemporaneo,2,0.6666666666666666
20494,webdefend,2,0.6666666666666666
20495,unwatchable,2,0.6666666666666666
20496,hendrasto,2,0.6666666666666666
20497,cubanborn,2,0.6666666666666666
20498,upends,2,0.6666666666666666
20499,royster,2,0.6666666666666666
20500,banding,2,0.6666666666666666
20501,xience,2,0.6666666666666666
